Bucket label,RT,m/z,Name,Formula,Peak number
619.50142 Da 890.80 s,14.85,620.5087,,,bin_919
244.23726 Da 890.80 s,14.85,245.24453,,,bin_920
668.49027 Da 890.80 s,14.85,669.49755,,C29H60N14O4,bin_921
87.49049 Da 893.36 s,14.89,88.49777,,,bin_922
575.46897 Da 893.36 s,14.89,576.47625,,C20H53N19O,bin_923
394.23976 Da 894.30 s,14.91,395.24704,,C20H42OS3,bin_924
395.29359 Da 895.91 s,14.93,396.30087,,,bin_925
238.16595 Da 895.91 s,14.93,239.17323,,C9H18N8,bin_926
414.26137 Da 895.91 s,14.93,208.13796,,C19H30N10O,bin_927
460.28361 Da 895.91 s,14.93,461.29089,,C24H32N10,bin_928
398.30476 Da 895.91 s,14.93,399.31204,,C17H43N4O4P,bin_929
225.14014 Da 895.91 s,14.93,226.14741,,C7H15N9,bin_930
234.12969 Da 896.83 s,14.95,235.13697,,,bin_931
492.35918 Da 898.45 s,14.97,493.36646,,C33H48O3,bin_932
404.29544 Da 898.45 s,14.97,405.30271,,C25H40O4,bin_933
360.26069 Da 898.45 s,14.97,361.26797,,C14H32N8O3,bin_934
448.32726 Da 898.45 s,14.97,449.33454,,,bin_935
336.26187 Da 901.89 s,15.03,337.26914,,C16H36N2O5,bin_936
134.03966 Da 904.60 s,15.08,135.04693,,C5H10O2S,bin_937
393.36077 Da 906.03 s,15.1,394.36804,,C21H43N7,bin_938
280.18954 Da 906.03 s,15.1,281.19681,,C14H24N4O2,bin_939
382.23548 Da 913.31 s,15.22,383.24276,,C18H26N10,bin_940
519.32971 Da 914.01 s,15.23,520.33699,,C29H41N7O2,bin_941
200.09735 Da 915.77 s,15.26,201.10462,,,bin_942
197.99672 Da 915.79 s,15.26,100.00564,,,bin_943
278.63812 Da 916.39 s,15.27,279.64539,,,bin_944
85.98701 Da 920.01 s,15.33,86.99429,,C3H2OS,bin_945
142.98538 Da 923.55 s,15.39,143.99266,,C5H5NS2,bin_946
1374.82572 Da 924.05 s,15.4,688.42013,,,bin_947
687.59615 Da 926.07 s,15.43,688.60342,,,bin_948
665.15529 Da 926.07 s,15.43,666.16257,,,bin_949
665.40649 Da 927.60 s,15.46,666.41376,,,bin_950
1308.29179 Da 927.60 s,15.46,655.15317,,,bin_951
1330.96781 Da 928.60 s,15.48,666.49118,,,bin_952
1311.43222 Da 928.60 s,15.48,656.72339,,,bin_953
643.38734 Da 929.13 s,15.49,644.39462,,C25H57N9O6S2,bin_954
1264.40848 Da 931.14 s,15.52,633.21151,,,bin_955
340.31060 Da 931.14 s,15.52,341.31788,,C20H40N2O2,bin_956
644.45411 Da 931.14 s,15.52,645.46139,,C33H72O5S3,bin_957
1287.42907 Da 931.14 s,15.52,644.72181,,,bin_958
644.37738 Da 931.68 s,15.53,645.38465,,C26H64N2O9S3,bin_959
1264.26009 Da 931.68 s,15.53,633.13732,,,bin_960
621.38030 Da 932.73 s,15.55,622.38757,,C27H56N7O5PS,bin_961
1244.73641 Da 933.64 s,15.56,623.37548,,,bin_962
338.29556 Da 933.70 s,15.56,339.30283,,C20H38N2O2,bin_963
427.23159 Da 933.70 s,15.56,214.62307,,C21H29N7O3,bin_964
1242.39761 Da 933.70 s,15.56,622.20608,,,bin_965
1352.98649 Da 933.70 s,15.56,677.50052,,,bin_966
620.46428 Da 933.70 s,15.56,621.47155,,C19H52N22O2,bin_967
294.20805 Da 933.70 s,15.56,295.21532,,C15H26N4O2,bin_968
106.01619 Da 933.70 s,15.56,107.02346,,C5H2N2O,bin_969
1242.90545 Da 933.70 s,15.56,622.46,,,bin_970
610.18639 Da 933.70 s,15.56,611.19367,,,bin_971
1176.21162 Da 936.18 s,15.6,589.11309,,,bin_972
654.22299 Da 936.26 s,15.6,655.23027,,C34H39O11P,bin_973
1176.84523 Da 936.26 s,15.6,589.42989,,,bin_974
1308.79268 Da 936.79 s,15.61,655.40362,,,bin_975
1198.22177 Da 937.33 s,15.62,600.11816,,,bin_976
581.41525 Da 938.82 s,15.65,582.42253,,C30H55N5O6,bin_977
1198.72554 Da 941.90 s,15.7,600.37004,,,bin_978
621.12101 Da 941.90 s,15.7,622.12828,,,bin_979
1220.23661 Da 943.86 s,15.73,611.12558,,,bin_980
796.53116 Da 943.86 s,15.73,399.27285,,,bin_981
599.18076 Da 943.96 s,15.73,600.18803,,,bin_982
267.09733 Da 943.96 s,15.73,268.10461,,C8H18N3O5P,bin_983
1222.85877 Da 943.96 s,15.73,612.43666,,,bin_984
370.30391 Da 949.08 s,15.82,371.31119,,C17H42N2O6,bin_985
414.32190 Da 949.08 s,15.82,415.32917,,C22H38N8,bin_986
676.52539 Da 951.80 s,15.86,339.26997,,,bin_987
418.31119 Da 954.08 s,15.9,419.31847,,C15H42N6O7,bin_988
506.37538 Da 954.08 s,15.9,507.38265,,C26H54N2O5S,bin_989
330.24700 Da 954.08 s,15.9,331.25428,,C16H42S3,bin_990
374.28009 Da 954.08 s,15.9,375.28736,,,bin_991
378.29463 Da 954.08 s,15.9,379.30191,,C17H34N10,bin_992
462.34444 Da 954.08 s,15.9,463.35172,,C16H47N8O5P,bin_993
304.26656 Da 956.61 s,15.94,305.27383,,C12H32N8O,bin_994
412.28588 Da 956.61 s,15.94,413.29315,,C24H36N4O2,bin_995
715.60404 Da 959.13 s,15.99,716.61132,,,bin_996
227.23994 Da 959.13 s,15.99,228.24721,,C13H29N3,bin_997
114.97998 Da 964.25 s,16.07,115.98725,,,bin_998
517.22498 Da 966.54 s,16.11,259.61977,,C20H23N17O,bin_999
394.28290 Da 966.71 s,16.11,395.29018,,C22H38N2O4,bin_1000
447.32905 Da 966.71 s,16.11,448.33633,,C19H37N13,bin_1001
216.04026 Da 966.71 s,16.11,217.04754,,C12H8O4,bin_1002
826.54361 Da 966.71 s,16.11,827.55088,,,bin_1003
328.18328 Da 966.71 s,16.11,329.19055,,C17H29O4P,bin_1004
272.11235 Da 966.71 s,16.11,273.11962,,,bin_1005
268.15352 Da 966.71 s,16.11,269.16079,,C12H20N4O3,bin_1006
212.08086 Da 966.71 s,16.11,213.08814,,C10H8N6,bin_1007
775.89488 Da 966.71 s,16.11,259.6389,,,bin_1008
544.17817 Da 967.63 s,16.13,273.09636,,,bin_1009
258.61243 Da 968.23 s,16.14,259.6197,,,bin_1010
652.39782 Da 969.56 s,16.16,327.20618,,,bin_1011
200.10617 Da 969.72 s,16.16,201.11345,,,bin_1012
110.09276 Da 969.72 s,16.16,111.10004,,,bin_1013
368.07840 Da 969.75 s,16.16,185.04648,,,bin_1014
99.04169 Da 972.68 s,16.21,100.04897,,C3H5N3O,bin_1015
387.42502 Da 975.18 s,16.25,388.43229,,,bin_1016
602.61514 Da 977.60 s,16.29,603.62242,,,bin_1017
1183.85593 Da 977.74 s,16.3,592.93524,,,bin_1018
602.68426 Da 977.74 s,16.3,603.69153,,,bin_1019
574.46937 Da 977.74 s,16.3,575.47665,,C28H62N8O2S,bin_1020
757.65690 Da 980.21 s,16.34,758.66418,,C42H96NO3PS2,bin_1021
780.53104 Da 981.03 s,16.35,781.53832,,C29H73N12O10P,bin_1022
569.91224 Da 982.67 s,16.38,570.91952,,C12H6N14O2S6,bin_1023
1161.33850 Da 982.67 s,16.38,581.67653,,,bin_1024
1161.83419 Da 982.67 s,16.38,581.92437,,,bin_1025
1137.70622 Da 982.71 s,16.38,569.86039,,,bin_1026
1139.69833 Da 983.08 s,16.38,570.85644,,,bin_1027
692.54971 Da 985.19 s,16.42,693.55699,,,bin_1028
708.53555 Da 987.71 s,16.46,709.54282,,,bin_1029
758.66099 Da 987.71 s,16.46,759.66827,,C49H90O3S,bin_1030
132.95666 Da 989.99 s,16.5,133.96393,,,bin_1031
604.48564 Da 990.28 s,16.5,605.49291,,C34H69O6P,bin_1032
678.77377 Da 992.50 s,16.54,340.39416,,,bin_1033
339.41930 Da 992.84 s,16.55,340.42657,,,bin_1034
511.46415 Da 995.38 s,16.59,512.47143,,C21H57N11O3,bin_1035
467.43193 Da 997.90 s,16.63,468.4392,,C24H57N3O5,bin_1036
423.40055 Da 1000.37 s,16.67,424.40783,,C18H49N9O2,bin_1037
379.36943 Da 1000.37 s,16.67,380.37671,,C19H49N5S,bin_1038
167.60881 Da 1000.37 s,16.67,168.61608,,,bin_1039
340.29231 Da 1002.71 s,16.71,341.29959,,C17H36N6O,bin_1040
88.02547 Da 1002.71 s,16.71,89.03274,,C2H4N2O2,bin_1041
794.63772 Da 1002.71 s,16.71,795.645,,,bin_1042
258.21883 Da 1002.71 s,16.71,259.22611,,C15H30O3,bin_1043
106.04471 Da 1002.71 s,16.71,107.05199,,C4H10OS,bin_1044
80.98758 Da 1007.44 s,16.79,81.99486,,,bin_1045
708.56726 Da 1007.44 s,16.79,709.57454,,C35H72N12OS,bin_1046
707.57058 Da 1007.44 s,16.79,708.57786,,C34H83N3O7P2,bin_1047
722.54962 Da 1009.85 s,16.83,723.55689,,,bin_1048
715.61144 Da 1012.35 s,16.87,716.61871,,,bin_1049
590.44814 Da 1014.86 s,16.91,591.45542,,,bin_1050
373.33209 Da 1014.86 s,16.91,374.33937,,C20H43N3O3,bin_1051
338.18203 Da 1014.86 s,16.91,339.18931,,C13H30N4O2S2,bin_1052
746.65250 Da 1017.42 s,16.96,747.65978,,C40H87N6O4P,bin_1053
750.60472 Da 1017.42 s,16.96,751.612,,,bin_1054
745.64695 Da 1017.42 s,16.96,746.65422,,C35H88N9O3PS,bin_1055
310.18539 Da 1019.96 s,17.0,311.19267,,C16H26N2O4,bin_1056
502.38444 Da 1019.96 s,17.0,503.39172,,C20H46N12O3,bin_1057
701.61335 Da 1019.96 s,17.0,702.62062,,C38H88NO5PS,bin_1058
332.17245 Da 1019.96 s,17.0,333.17972,,C19H20N6,bin_1059
194.12412 Da 1019.96 s,17.0,195.1314,,C7H18N2O4,bin_1060
458.35292 Da 1019.96 s,17.0,459.3602,,C14H38N18,bin_1061
310.27646 Da 1022.47 s,17.04,311.28374,,C17H34N4O,bin_1062
249.09783 Da 1022.47 s,17.04,250.1051,,C13H15NO4,bin_1063
613.54721 Da 1022.47 s,17.04,614.55449,,C29H71N7O6,bin_1064
552.48428 Da 1024.92 s,17.08,553.49155,,,bin_1065
525.48193 Da 1027.41 s,17.12,526.4892,,C26H63N5O5,bin_1066
546.41647 Da 1027.41 s,17.12,547.42375,,C28H66O3S3,bin_1067
569.51415 Da 1027.41 s,17.12,570.52143,,C27H68N7O3P,bin_1068
486.27594 Da 1027.41 s,17.12,487.28322,,C22H47O7PS,bin_1069
326.19227 Da 1027.61 s,17.13,327.19955,,C11H30N6OS2,bin_1070
481.44959 Da 1029.94 s,17.17,482.45687,,C23H59N7OS,bin_1071
638.69550 Da 1029.94 s,17.17,639.70278,,,bin_1072
442.37354 Da 1032.47 s,17.21,443.38082,,C20H50N4O6,bin_1073
398.34148 Da 1032.47 s,17.21,399.34875,,C17H46N6O2S,bin_1074
437.41727 Da 1032.47 s,17.21,438.42454,,C23H55N3O4,bin_1075
394.29090 Da 1034.83 s,17.25,395.29818,,C14H43N4O6P,bin_1076
530.30901 Da 1037.21 s,17.29,531.31629,,C18H39N14O3P,bin_1077
328.34739 Da 1042.13 s,17.37,329.35467,,C20H44N2O,bin_1078
351.36648 Da 1042.13 s,17.37,352.37376,,,bin_1079
367.45375 Da 1044.68 s,17.41,368.46102,,,bin_1080
370.39878 Da 1044.68 s,17.41,371.40606,,,bin_1081
574.34093 Da 1044.68 s,17.41,575.3482,,C14H43N18O5P,bin_1082
368.38431 Da 1044.68 s,17.41,369.39159,,C22H48N4,bin_1083
676.58586 Da 1047.24 s,17.45,339.30021,,,bin_1084
306.28139 Da 1047.24 s,17.45,307.28866,,,bin_1085
79.90903 Da 1047.24 s,17.45,80.9163,,,bin_1086
370.19192 Da 1047.24 s,17.45,371.19919,,C21H26N2O4,bin_1087
698.43196 Da 1050.01 s,17.5,699.43924,,C23H68N6O13P2,bin_1088
114.94176 Da 1052.27 s,17.54,115.94904,,,bin_1089
191.95714 Da 1052.27 s,17.54,96.98585,,,bin_1090
618.37279 Da 1052.27 s,17.54,619.38007,,C26H60N4O6P2S,bin_1091
662.40765 Da 1054.83 s,17.58,663.41493,,C37H55N6O3P,bin_1092
196.96578 Da 1054.83 s,17.58,99.49017,,,bin_1093
396.30708 Da 1054.83 s,17.58,397.31435,,C21H40N4O3,bin_1094
225.95922 Da 1054.83 s,17.58,226.9665,,,bin_1095
125.94834 Da 1057.43 s,17.62,126.95561,,,bin_1096
638.56208 Da 1057.43 s,17.62,639.56936,,C29H79N6O4PS,bin_1097
115.95035 Da 1057.43 s,17.62,116.95763,,,bin_1098
214.98441 Da 1057.43 s,17.62,108.49948,,C10H2NO3P,bin_1099
706.44088 Da 1057.43 s,17.62,707.44816,,,bin_1100
303.31804 Da 1057.43 s,17.62,304.32532,,C18H41NO2,bin_1101
173.93838 Da 1057.43 s,17.62,87.97647,,,bin_1102
588.41777 Da 1057.60 s,17.63,589.42505,,C30H61N4O3PS,bin_1103
247.91237 Da 1057.60 s,17.63,124.96346,,,bin_1104
219.99111 Da 1060.08 s,17.67,111.00283,,C10H5O4P,bin_1105
178.99933 Da 1061.40 s,17.69,90.50694,,,bin_1106
229.91649 Da 1062.02 s,17.7,115.96552,,,bin_1107
794.40245 Da 1062.32 s,17.71,795.40973,,C27H55N16O10P,bin_1108
155.91721 Da 1062.46 s,17.71,78.96588,,,bin_1109
558.18466 Da 1062.46 s,17.71,559.19194,,,bin_1110
470.37308 Da 1062.46 s,17.71,471.38036,,C27H46N6O,bin_1111
759.66464 Da 1062.46 s,17.71,760.67191,,,bin_1112
750.47534 Da 1062.46 s,17.71,751.48261,,C21H62N22O4S2,bin_1113
337.19220 Da 1064.95 s,17.75,338.19948,,C12H28N5O4P,bin_1114
478.44666 Da 1065.19 s,17.75,240.23061,,,bin_1115
82.04782 Da 1065.28 s,17.75,83.0551,,,bin_1116
370.13031 Da 1065.28 s,17.75,371.13758,,,bin_1117
208.19505 Da 1065.28 s,17.75,209.20232,,,bin_1118
113.06831 Da 1065.28 s,17.75,114.07558,,,bin_1119
85.02417 Da 1065.28 s,17.75,86.03144,,,bin_1120
562.60629 Da 1065.28 s,17.75,563.61356,,C39H78O,bin_1121
281.19649 Da 1065.28 s,17.75,282.20377,,,bin_1122
410.28987 Da 1065.28 s,17.75,411.29714,,C21H38N4O4,bin_1123
120.08069 Da 1065.28 s,17.75,121.08796,,,bin_1124
122.09738 Da 1065.28 s,17.75,123.10466,,,bin_1125
720.58826 Da 1065.28 s,17.75,721.59554,,C38H89O5PS2,bin_1126
281.29601 Da 1065.28 s,17.75,282.30329,,,bin_1127
239.24200 Da 1065.28 s,17.75,240.24928,,,bin_1128
715.63019 Da 1065.28 s,17.75,716.63747,,C30H85N9O7S,bin_1129
225.22372 Da 1065.28 s,17.75,226.23099,,C13H27N3,bin_1130
211.20570 Da 1065.28 s,17.75,212.21298,,C12H25N3,bin_1131
337.22346 Da 1065.28 s,17.75,338.23074,,,bin_1132
124.07739 Da 1065.28 s,17.75,125.08466,,C5H8N4,bin_1133
124.11354 Da 1065.28 s,17.75,125.12082,,,bin_1134
94.05430 Da 1065.28 s,17.75,95.06157,,C5H6N2,bin_1135
99.04637 Da 1065.28 s,17.75,100.05364,,C3H5N3O,bin_1136
96.07076 Da 1065.28 s,17.75,97.07804,,C5H8N2,bin_1137
127.08913 Da 1065.28 s,17.75,128.09641,,C4H9N5,bin_1138
737.48895 Da 1067.28 s,17.79,738.49623,,C34H78NO9P3,bin_1139
676.55366 Da 1067.83 s,17.8,677.56093,,,bin_1140
178.94626 Da 1067.83 s,17.8,90.48041,,,bin_1141
640.57266 Da 1067.83 s,17.8,641.57993,,C34H72N8O3,bin_1142
503.32563 Da 1068.21 s,17.8,504.33291,,,bin_1143
334.27680 Da 1070.32 s,17.84,335.28408,,C16H38N4OS,bin_1144
352.29427 Da 1070.32 s,17.84,353.30154,,C18H36N6O,bin_1145
678.52179 Da 1070.32 s,17.84,679.52906,,,bin_1146
520.43063 Da 1070.32 s,17.84,521.43791,,C21H52N12O3,bin_1147
332.32351 Da 1072.82 s,17.88,333.33078,,,bin_1148
113.93344 Da 1072.82 s,17.88,114.94071,,,bin_1149
426.33864 Da 1072.82 s,17.88,427.34591,,C23H54S3,bin_1150
238.15893 Da 1075.45 s,17.92,239.16621,,C14H22O3,bin_1151
122.92156 Da 1075.45 s,17.92,123.92883,,,bin_1152
808.66062 Da 1075.45 s,17.92,809.66789,,,bin_1153
760.67142 Da 1077.93 s,17.97,761.6787,,,bin_1154
731.62891 Da 1077.93 s,17.97,732.63619,,C28H85N13O4S2,bin_1155
421.40775 Da 1077.93 s,17.97,422.41503,,C16H47N13,bin_1156
308.31718 Da 1077.93 s,17.97,309.32445,,C20H40N2,bin_1157
764.62219 Da 1077.93 s,17.97,765.62947,,,bin_1158
736.58063 Da 1080.46 s,18.01,737.5879,,,bin_1159
405.28889 Da 1080.46 s,18.01,406.29616,,C25H35N5,bin_1160
671.59709 Da 1080.46 s,18.01,672.60436,,C35H82N3O6P,bin_1161
424.25110 Da 1082.97 s,18.05,425.25838,,C17H36N4O8,bin_1162
376.35561 Da 1082.97 s,18.05,377.36289,,C23H44N4,bin_1163
627.56337 Da 1082.97 s,18.05,628.57065,,C31H69N11O2,bin_1164
116.05102 Da 1082.97 s,18.05,117.0583,,C5H8O3,bin_1165
634.41931 Da 1083.18 s,18.05,635.42658,,C35H58N2O8,bin_1166
682.43846 Da 1083.84 s,18.06,683.44573,,,bin_1167
583.53063 Da 1085.55 s,18.09,584.53791,,C28H70N7O3P,bin_1168
322.28060 Da 1085.55 s,18.09,323.28788,,C16H38N2O4,bin_1169
106.93673 Da 1088.14 s,18.14,107.94401,,,bin_1170
495.46525 Da 1088.14 s,18.14,496.47253,,C24H61N7OS,bin_1171
213.97044 Da 1088.14 s,18.14,214.97771,,C7H6N2S3,bin_1172
382.23429 Da 1088.14 s,18.14,383.24157,,C18H26N10,bin_1173
539.49816 Da 1088.14 s,18.14,540.50544,,C27H65N5O5,bin_1174
523.49666 Da 1088.14 s,18.14,524.50394,,C26H73N3S3,bin_1175
522.46709 Da 1088.14 s,18.14,523.47436,,C24H67N4O3PS,bin_1176
115.06211 Da 1089.35 s,18.16,116.06939,,C5H9NO2,bin_1177
293.96210 Da 1090.49 s,18.17,294.96938,,,bin_1178
420.38758 Da 1090.49 s,18.17,421.39486,,C15H44N14,bin_1179
435.43158 Da 1090.49 s,18.17,436.43886,,C26H53N5,bin_1180
479.46473 Da 1090.49 s,18.17,480.472,,C20H62N7O3P,bin_1181
451.43331 Da 1090.49 s,18.17,452.44058,,C24H57N3O4,bin_1182
320.98464 Da 1090.49 s,18.17,321.99191,,C8H11N5OS4,bin_1183
688.51385 Da 1092.13 s,18.2,689.52112,,C39H68N4O6,bin_1184
368.32629 Da 1093.30 s,18.22,369.33356,,C18H44N2O5,bin_1185
88.02554 Da 1093.30 s,18.22,89.03282,,,bin_1186
356.38152 Da 1093.30 s,18.22,357.3888,,C22H48N2O,bin_1187
400.34303 Da 1093.30 s,18.22,401.3503,,,bin_1188
351.36609 Da 1098.73 s,18.31,352.37337,,,bin_1189
750.60384 Da 1098.73 s,18.31,751.61112,,C44H83N2O5P,bin_1190
465.44314 Da 1098.73 s,18.31,466.45041,,C24H59N5OS,bin_1191
128.97040 Da 1098.73 s,18.31,129.97767,,,bin_1192
854.54817 Da 1099.44 s,18.32,855.55545,,C58H70N4O2,bin_1193
736.49565 Da 1101.13 s,18.35,737.50292,,C43H76O3S3,bin_1194
665.70969 Da 1101.24 s,18.35,666.71697,,C44H91NO2,bin_1195
762.50962 Da 1102.03 s,18.37,763.5169,,,bin_1196
708.47034 Da 1102.03 s,18.37,709.47762,,C36H65N6O6P,bin_1197
364.09631 Da 1102.03 s,18.37,365.10359,,C12H29O4PS3,bin_1198
405.36278 Da 1103.87 s,18.4,406.37005,,C26H47NO2,bin_1199
1012.67588 Da 1104.57 s,18.41,1013.68316,,,bin_1200
576.47092 Da 1106.45 s,18.44,577.4782,,C18H52N22,bin_1201
269.29383 Da 1106.45 s,18.44,270.30111,,,bin_1202
326.22481 Da 1106.45 s,18.44,327.23208,,C11H30N6O5,bin_1203
581.42680 Da 1106.45 s,18.44,582.43407,,C18H55N13O8,bin_1204
852.53566 Da 1107.05 s,18.45,853.54293,,,bin_1205
604.41598 Da 1111.37 s,18.52,605.42326,,C29H65O8PS,bin_1206
370.13072 Da 1111.65 s,18.53,371.138,,,bin_1207
632.21546 Da 1111.65 s,18.53,633.22274,,,bin_1208
509.48330 Da 1111.65 s,18.53,510.49058,,C22H59N11O2,bin_1209
396.31953 Da 1111.65 s,18.53,397.32681,,C19H44N2O6,bin_1210
632.14619 Da 1112.49 s,18.54,633.15347,,,bin_1211
627.18905 Da 1113.85 s,18.56,628.19633,,,bin_1212
590.44927 Da 1114.29 s,18.57,591.45655,,,bin_1213
678.51471 Da 1114.29 s,18.57,679.52198,,,bin_1214
824.54132 Da 1114.67 s,18.58,825.5486,,,bin_1215
666.44427 Da 1114.67 s,18.58,667.45155,,,bin_1216
549.68125 Da 1116.84 s,18.61,550.68853,,,bin_1217
722.55330 Da 1116.84 s,18.61,723.56058,,C27H83N10O3PS3,bin_1218
834.51908 Da 1117.13 s,18.62,835.52635,,C35H95O6PS6,bin_1219
421.41416 Da 1119.21 s,18.65,422.42143,,,bin_1220
693.55295 Da 1121.53 s,18.69,694.56023,,,bin_1221
721.57879 Da 1124.07 s,18.73,722.58607,,C35H95NS6,bin_1222
358.26717 Da 1129.11 s,18.82,359.27444,,C17H43O3PS,bin_1223
998.69613 Da 1129.79 s,18.83,999.7034,,C54H102N4O6S3,bin_1224
736.49261 Da 1131.32 s,18.86,737.49989,,C23H64N18O7S,bin_1225
552.53161 Da 1131.66 s,18.86,553.53889,,C29H64N10,bin_1226
836.53833 Da 1132.35 s,18.87,837.5456,,,bin_1227
668.41140 Da 1132.35 s,18.87,669.41868,,C20H58N14O7P2,bin_1228
996.68367 Da 1132.35 s,18.87,997.69094,,,bin_1229
683.27670 Da 1134.20 s,18.9,684.28398,,,bin_1230
430.31854 Da 1136.55 s,18.94,431.32581,,,bin_1231
532.40444 Da 1136.75 s,18.95,533.41172,,C33H57O3P,bin_1232
414.32406 Da 1136.75 s,18.95,415.33134,,C19H47N2O5P,bin_1233
1008.64589 Da 1137.45 s,18.96,1009.65317,,,bin_1234
521.64622 Da 1139.26 s,18.99,522.6535,,,bin_1235
278.17500 Da 1139.26 s,18.99,279.18227,,C14H22N4O2,bin_1236
990.64045 Da 1139.86 s,19.0,991.64772,,,bin_1237
664.42709 Da 1141.48 s,19.02,665.43437,,C23H69N8O5PS3,bin_1238
309.32854 Da 1141.68 s,19.03,310.33582,,,bin_1239
392.33106 Da 1141.68 s,19.03,393.33834,,,bin_1240
414.28195 Da 1143.71 s,19.06,415.28923,,,bin_1241
602.45187 Da 1144.03 s,19.07,603.45914,,C33H58N6O4,bin_1242
581.36548 Da 1146.53 s,19.11,582.37276,,,bin_1243
412.31678 Da 1153.90 s,19.23,413.32406,,C18H45N4O4P,bin_1244
713.44497 Da 1156.46 s,19.27,714.45225,,,bin_1245
712.52409 Da 1159.23 s,19.32,713.53137,,C34H69N10O4P,bin_1246
324.29407 Da 1159.23 s,19.32,325.30135,,C12H36N8O2,bin_1247
537.39452 Da 1164.31 s,19.41,538.40179,,,bin_1248
820.54582 Da 1165.05 s,19.42,821.5531,,,bin_1249
508.50210 Da 1166.86 s,19.45,509.50937,,C22H60N12O,bin_1250
281.29546 Da 1169.43 s,19.49,282.30274,,,bin_1251
678.43484 Da 1169.54 s,19.49,679.44212,,,bin_1252
975.65649 Da 1170.01 s,19.5,976.66377,,C40H98N9O11PS2,bin_1253
947.41014 Da 1172.00 s,19.53,948.41741,,C41H64N11O9P3,bin_1254
948.41280 Da 1174.39 s,19.57,949.42008,,,bin_1255
928.18647 Da 1176.46 s,19.61,929.19374,,,bin_1256
414.32706 Da 1176.78 s,19.61,415.33434,,,bin_1257
750.51715 Da 1178.97 s,19.65,751.52443,,C37H82O8S3,bin_1258
440.33731 Da 1179.33 s,19.66,441.34458,,C23H44N4O4,bin_1259
596.39921 Da 1179.33 s,19.66,597.40649,,,bin_1260
947.28147 Da 1181.38 s,19.69,948.28875,,,bin_1261
905.25420 Da 1181.43 s,19.69,906.26147,,C42H55N3O9S5,bin_1262
926.18537 Da 1183.87 s,19.73,927.19264,,,bin_1263
906.25889 Da 1186.20 s,19.77,907.26617,,C22H58N20OS9,bin_1264
722.54945 Da 1186.92 s,19.78,723.55673,,C29H83N6O7PS2,bin_1265
1810.75230 Da 1186.92 s,19.78,906.38342,,,bin_1266
650.44426 Da 1187.71 s,19.8,651.45154,,C22H55N18O3P,bin_1267
907.24707 Da 1188.96 s,19.82,908.25435,,C48H43N7O6P2S,bin_1268
684.46773 Da 1189.46 s,19.82,685.47501,,C36H76O3S4,bin_1269
907.38058 Da 1189.46 s,19.82,908.38785,,,bin_1270
978.67483 Da 1190.24 s,19.84,979.68211,,C53H91N10O3PS,bin_1271
609.24485 Da 1192.00 s,19.87,610.25213,,,bin_1272
736.49403 Da 1193.24 s,19.89,737.50131,,,bin_1273
907.25708 Da 1193.78 s,19.9,908.26435,,C34H57N3O17S4,bin_1274
382.27471 Da 1193.78 s,19.9,383.28198,,C19H42O5S,bin_1275
905.26169 Da 1193.78 s,19.9,906.26897,,C30H55N3O24S2,bin_1276
304.31851 Da 1194.56 s,19.91,305.32578,,C16H40N4O,bin_1277
976.65940 Da 1195.25 s,19.92,977.66667,,,bin_1278
145.97443 Da 1196.32 s,19.94,146.9817,,C4H3O4P,bin_1279
328.34652 Da 1199.69 s,19.99,329.35379,,C20H44N2O,bin_1280
751.60623 Da 1202.05 s,20.03,752.61351,,C25H77N21OS2,bin_1281
628.49565 Da 1206.50 s,20.11,629.50292,,,bin_1282
172.07388 Da 1206.96 s,20.12,173.08116,,C8H12O4,bin_1283
414.32790 Da 1209.46 s,20.16,415.33518,,C15H42N8O5,bin_1284
576.46898 Da 1209.46 s,20.16,577.47626,,C21H61N12O4P,bin_1285
687.51055 Da 1210.27 s,20.17,688.51782,,C30H79N3O7P2S,bin_1286
106.04422 Da 1211.99 s,20.2,107.05149,,C4H10OS,bin_1287
464.46715 Da 1211.99 s,20.2,465.47443,,,bin_1288
614.47692 Da 1212.80 s,20.21,615.4842,,,bin_1289
556.97755 Da 1213.77 s,20.23,557.98482,,C21H5N9O7P2,bin_1290
84.99076 Da 1214.54 s,20.24,85.99804,,,bin_1291
393.38317 Da 1217.09 s,20.28,394.39044,,,bin_1292
615.48482 Da 1218.95 s,20.32,616.49209,,C32H74NO3PS2,bin_1293
404.29401 Da 1219.63 s,20.33,405.30129,,C25H40O4,bin_1294
400.30083 Da 1221.03 s,20.35,401.30811,,C15H40N6O6,bin_1295
402.22671 Da 1222.02 s,20.37,403.23399,,C17H26N10O2,bin_1296
400.96997 Da 1222.19 s,20.37,401.97724,,C14H11NO7S3,bin_1297
1286.96892 Da 1223.03 s,20.38,644.49174,,,bin_1298
130.95218 Da 1223.59 s,20.39,131.95945,,,bin_1299
213.25776 Da 1224.75 s,20.41,214.26504,,,bin_1300
129.14197 Da 1227.41 s,20.46,130.14925,,,bin_1301
488.35080 Da 1227.63 s,20.46,489.35808,,C23H48N6O3S,bin_1302
1523.77881 Da 1228.18 s,20.47,508.93355,,,bin_1303
800.66701 Da 1229.91 s,20.5,801.67429,,,bin_1304
84.96195 Da 1229.91 s,20.5,85.96923,,,bin_1305
105.92387 Da 1229.91 s,20.5,106.93114,,,bin_1306
962.68078 Da 1230.76 s,20.51,963.68805,,,bin_1307
