Bucket label,RT,m/z,Name,Formula,Peak number
214.98473 Da 1270.55 s,21.18,215.99201,,C4H2N5O4P,bin_2685
155.00095 Da 1269.76 s,21.16,156.00823,,C6H5NO2S,bin_2686
122.95798 Da 1270.29 s,21.17,123.96526,,,bin_2687
252.98480 Da 1270.55 s,21.18,253.99208,,C6H3N7OS2,bin_2688
229.89607 Da 1270.55 s,21.18,230.90335,,C7H2OS4,bin_2689
254.00594 Da 1270.55 s,21.18,128.01025,,,bin_2690
240.96051 Da 1270.55 s,21.18,241.96778,,C8H4NO4PS,bin_2691
309.90633 Da 1268.80 s,21.15,310.9136,,C5H3N4O4PS3,bin_2692
120.94537 Da 1270.55 s,21.18,121.95265,,,bin_2693
104.93492 Da 1270.55 s,21.18,105.94219,,,bin_2694
71.94636 Da 1270.55 s,21.18,72.95363,,,bin_2695
212.98313 Da 1270.55 s,21.18,107.49884,,,bin_2696
242.95783 Da 1270.55 s,21.18,243.96511,,C7H2NO7P,bin_2697
79.93944 Da 1268.80 s,21.15,80.94671,,,bin_2698
196.96501 Da 1270.55 s,21.18,99.48978,,,bin_2699
98.93972 Da 1271.04 s,21.18,99.94699,,,bin_2700
255.29229 Da 1268.34 s,21.14,256.29957,,C17H37N,bin_2701
260.12232 Da 1268.80 s,21.15,261.1296,,C7H20N2O8,bin_2702
304.14891 Da 1268.80 s,21.15,305.15619,,C10H28N2O4S2,bin_2703
129.15060 Da 1268.80 s,21.15,130.15788,,C8H19N,bin_2704
293.93359 Da 1268.80 s,21.15,294.94087,,C9H10OS5,bin_2705
127.01685 Da 1269.76 s,21.16,128.02413,,,bin_2706
82.03026 Da 1269.76 s,21.16,83.03754,,,bin_2707
206.97111 Da 1270.55 s,21.18,207.97839,,,bin_2708
232.97515 Da 1270.55 s,21.18,233.98242,,C6H7N3OS3,bin_2709
107.03464 Da 1269.76 s,21.16,108.04191,,C6H5NO,bin_2710
224.94314 Da 1270.55 s,21.18,225.95042,,,bin_2711
173.03694 Da 1270.40 s,21.17,87.52575,,,bin_2712
95.52588 Da 1269.76 s,21.16,96.53315,,,bin_2713
224.98438 Da 1270.55 s,21.18,225.99166,,,bin_2714
209.95470 Da 1270.55 s,21.18,210.96198,,,bin_2715
291.97780 Da 1269.76 s,21.16,292.98508,,C5H5N6O5PS,bin_2716
210.99432 Da 1270.55 s,21.18,249.95797,,,bin_2717
130.91276 Da 1272.80 s,21.21,131.92004,,,bin_2718
105.96554 Da 1272.80 s,21.21,106.97282,,,bin_2719
311.94043 Da 1271.04 s,21.18,156.97749,,,bin_2720
144.97612 Da 1270.55 s,21.18,73.49533,,,bin_2721
130.99452 Da 1272.66 s,21.21,132.00179,,,bin_2722
279.95586 Da 1270.55 s,21.18,280.96314,,C6H5N2O7PS,bin_2723
207.91665 Da 1270.55 s,21.18,208.92393,,,bin_2724
112.94019 Da 1270.55 s,21.18,113.94747,,,bin_2725
123.98318 Da 1270.55 s,21.18,124.99045,,,bin_2726
128.96026 Da 1270.55 s,21.18,129.96754,,,bin_2727
122.99531 Da 1270.55 s,21.18,124.00258,,C5HNO3,bin_2728
183.02193 Da 1270.06 s,21.17,184.02921,,C5H5N5OS,bin_2729
254.00350 Da 1270.55 s,21.18,255.01078,,C6H2N6O6,bin_2730
153.99574 Da 1270.40 s,21.17,155.00302,,C4H2N4OS,bin_2731
80.98608 Da 1270.55 s,21.18,81.99336,,,bin_2732
95.94104 Da 1270.55 s,21.18,96.94832,,,bin_2733
266.97290 Da 1270.55 s,21.18,267.98018,,,bin_2734
107.01320 Da 1270.55 s,21.18,108.02047,,C4HN3O,bin_2735
96.96092 Da 1270.55 s,21.18,97.9682,,,bin_2736
230.94141 Da 1270.55 s,21.18,231.94869,,C5HN3O4S2,bin_2737
242.00121 Da 1270.55 s,21.18,224.99628,,C8H6N2O5S,bin_2738
470.05545 Da 1270.54 s,21.18,236.035,,,bin_2739
229.96472 Da 1270.55 s,21.18,230.97199,,C7H6N2OS3,bin_2740
234.97101 Da 1270.55 s,21.18,235.97829,,C6H6NO5PS,bin_2741
307.99037 Da 1270.82 s,21.18,155.00246,,,bin_2742
217.01411 Da 1270.54 s,21.18,218.02139,,C7H8NO5P,bin_2743
227.96849 Da 1270.55 s,21.18,228.97577,,C5HN4O5P,bin_2744
219.94168 Da 1270.55 s,21.18,220.94895,,C6H5O3PS2,bin_2745
101.91969 Da 1270.55 s,21.18,102.92696,,,bin_2746
306.96804 Da 1270.55 s,21.18,307.97532,,C6H5N5O6S2,bin_2747
77.97992 Da 1270.55 s,21.18,78.98719,,,bin_2748
237.95542 Da 1270.55 s,21.18,238.9627,,C5H6N2O3S3,bin_2749
95.00182 Da 1270.55 s,21.18,96.0091,,C4HNO2,bin_2750
117.92104 Da 1270.55 s,21.18,118.92831,,,bin_2751
249.93474 Da 1270.55 s,21.18,125.97465,,,bin_2752
104.01009 Da 1270.55 s,21.18,105.01737,,,bin_2753
251.98868 Da 1270.55 s,21.18,252.99596,,C7H4N6OS2,bin_2754
284.96106 Da 1270.55 s,21.18,285.96833,,C8H4N3O5PS,bin_2755
129.94414 Da 1270.55 s,21.18,130.95142,,,bin_2756
88.00692 Da 1270.55 s,21.18,89.0142,,C2H4N2S,bin_2757
247.94835 Da 1270.55 s,21.18,248.95563,,C6H5N2O3PS2,bin_2758
269.93257 Da 1270.55 s,21.18,270.93985,,C6H6O6S3,bin_2759
231.93701 Da 1270.55 s,21.18,232.94429,,C5HN2O5PS,bin_2760
227.95031 Da 1271.04 s,21.18,114.98243,,,bin_2761
94.51425 Da 1272.47 s,21.21,95.52153,,,bin_2762
220.11942 Da 1272.80 s,21.21,221.1267,,C12H16N2O2,bin_2763
215.97373 Da 1272.80 s,21.21,216.98101,,,bin_2764
222.94509 Da 1272.80 s,21.21,223.95237,,C5H5NO3S3,bin_2765
111.93269 Da 1272.80 s,21.21,112.93996,,,bin_2766
118.03957 Da 1274.09 s,21.23,119.04685,,C3H6N2O3,bin_2767
207.98292 Da 1275.76 s,21.26,208.99019,,C9H4O4S,bin_2768
258.07196 Da 1275.76 s,21.26,259.07924,,C8H6N10O,bin_2769
118.06056 Da 1275.76 s,21.26,119.06784,,C5H10O3,bin_2770
97.97332 Da 1278.89 s,21.31,98.9806,,,bin_2771
152.00161 Da 1281.23 s,21.35,153.00889,,,bin_2772
232.01658 Da 1278.89 s,21.31,233.02385,,,bin_2773
118.52577 Da 1278.89 s,21.31,119.53305,,,bin_2774
251.97317 Da 1281.23 s,21.35,252.98045,,,bin_2775
244.00092 Da 1281.28 s,21.35,245.00819,,,bin_2776
239.95927 Da 1281.28 s,21.35,240.96655,,C7H4N4S3,bin_2777
127.98180 Da 1281.55 s,21.36,128.98908,,,bin_2778
90.53575 Da 1281.83 s,21.36,91.54302,,,bin_2779
106.53283 Da 1281.83 s,21.36,107.5401,,,bin_2780
191.04572 Da 1281.83 s,21.36,96.53014,,C12H5N3,bin_2781
220.10508 Da 1284.49 s,21.41,221.11235,,,bin_2782
85.00093 Da 1283.67 s,21.39,86.0082,,C3H3NS,bin_2783
137.01337 Da 1281.83 s,21.36,69.51396,,,bin_2784
77.51195 Da 1281.83 s,21.36,78.51923,,,bin_2785
174.96951 Da 1281.83 s,21.36,175.97678,,,bin_2786
269.98079 Da 1282.31 s,21.37,270.98806,,C6H2N6O5S,bin_2787
260.06753 Da 1282.66 s,21.38,261.07481,,C8H21O3PS2,bin_2788
145.04904 Da 1282.75 s,21.38,73.5318,,,bin_2789
225.98955 Da 1283.59 s,21.39,226.99683,,C6H3N4O4P,bin_2790
208.95490 Da 1284.48 s,21.41,209.96217,,,bin_2791
95.50002 Da 1283.59 s,21.39,96.5073,,,bin_2792
324.06746 Da 1285.96 s,21.43,325.07474,,,bin_2793
99.04153 Da 1284.20 s,21.4,100.04881,,C3H5N3O,bin_2794
98.02469 Da 1284.20 s,21.4,99.03196,,,bin_2795
231.07610 Da 1284.20 s,21.4,116.54532,,,bin_2796
173.97996 Da 1284.49 s,21.41,174.98723,,C6H6O2S2,bin_2797
257.98131 Da 1285.72 s,21.43,258.98859,,,bin_2798
98.99851 Da 1285.96 s,21.43,100.00579,,C3HNO3,bin_2799
242.07333 Da 1285.96 s,21.43,243.0806,,C18H10O,bin_2800
86.02067 Da 1286.47 s,21.44,87.02795,,,bin_2801
90.03624 Da 1286.67 s,21.44,91.04352,,,bin_2802
147.98104 Da 1287.15 s,21.45,148.98832,,C4H4O4S,bin_2803
216.01726 Da 1288.40 s,21.47,217.02454,,C10H4N2O4,bin_2804
260.08751 Da 1288.40 s,21.47,261.09479,,C8H8N10O,bin_2805
217.02663 Da 1288.40 s,21.47,218.0339,,C5H15NO2S3,bin_2806
78.52960 Da 1292.14 s,21.54,79.53688,,,bin_2807
99.02185 Da 1291.62 s,21.53,100.02913,,,bin_2808
283.98300 Da 1292.14 s,21.54,284.99028,,C12H4N4OS2,bin_2809
284.93514 Da 1291.86 s,21.53,285.94242,,C6H8NO4PS3,bin_2810
279.93022 Da 1291.86 s,21.53,280.9375,,C7H8N2S5,bin_2811
287.04766 Da 1293.50 s,21.56,288.05637,,C9H13N5O2S2,bin_2812
167.92920 Da 1294.66 s,21.58,168.93648,,,bin_2813
83.00626 Da 1293.50 s,21.56,84.01354,,,bin_2814
165.02011 Da 1295.47 s,21.59,166.02739,,C3H7N3O3S,bin_2815
98.52207 Da 1296.04 s,21.6,99.52935,,,bin_2816
254.98024 Da 1301.23 s,21.69,255.98752,,C5H9N3O3S3,bin_2817
83.00873 Da 1303.51 s,21.73,84.01601,,,bin_2818
156.06507 Da 1315.98 s,21.93,79.03981,,,bin_2819
98.54626 Da 1315.98 s,21.93,99.55353,,,bin_2820
285.97931 Da 1323.48 s,22.06,286.98659,,C11H10O3S3,bin_2821
301.95045 Da 1329.87 s,22.16,302.95773,,,bin_2822
109.00113 Da 1340.20 s,22.34,110.0084,,,bin_2823
105.49092 Da 1342.74 s,22.38,106.4982,,,bin_2824
191.97809 Da 1343.90 s,22.4,192.98537,,C4H5N2O3PS,bin_2825
64.99614 Da 1347.46 s,22.46,66.00341,,,bin_2826
184.05690 Da 1352.59 s,22.54,185.06417,,C9H12O2S,bin_2827
114.03214 Da 1353.31 s,22.56,115.03942,,,bin_2828
186.07247 Da 1355.16 s,22.59,187.07974,,C9H14O2S,bin_2829
163.96308 Da 1355.16 s,22.59,164.97036,,,bin_2830
191.96988 Da 1356.50 s,22.61,192.97716,,,bin_2831
169.05664 Da 1357.63 s,22.63,170.06392,,,bin_2832
277.98573 Da 1357.85 s,22.63,278.99301,,C6H15O4PS3,bin_2833
123.96620 Da 1365.11 s,22.75,124.97347,,,bin_2834
178.01343 Da 1366.55 s,22.78,179.0207,,,bin_2835
188.09183 Da 1369.67 s,22.83,189.09911,,C11H12N2O,bin_2836
92.04736 Da 1369.64 s,22.83,93.05464,,C3H8O3,bin_2837
190.01747 Da 1370.69 s,22.84,191.02475,,,bin_2838
85.98496 Da 1371.45 s,22.86,86.99223,,,bin_2839
220.07514 Da 1371.57 s,22.86,221.08241,,C13H8N4,bin_2840
173.96776 Da 1372.06 s,22.87,174.97504,,,bin_2841
206.10297 Da 1374.12 s,22.9,207.11024,,C11H14N2O2,bin_2842
213.98797 Da 1375.20 s,22.92,214.99524,,C5H11O3PS2,bin_2843
175.99887 Da 1376.68 s,22.94,177.00615,,,bin_2844
171.97519 Da 1378.04 s,22.97,86.99487,,,bin_2845
114.02844 Da 1379.18 s,22.99,115.03572,,,bin_2846
126.00404 Da 1379.02 s,22.98,127.01132,,C4H2N2O3,bin_2847
151.94549 Da 1382.75 s,23.05,134.94183,,,bin_2848
186.07682 Da 1384.55 s,23.08,187.08409,,C6H10N4O3,bin_2849
114.01352 Da 1384.14 s,23.07,115.02079,,,bin_2850
285.97373 Da 1385.70 s,23.1,286.98101,,C7H3N4O7P,bin_2851
184.06090 Da 1387.87 s,23.13,185.06818,,C6H8N4O3,bin_2852
146.03806 Da 1389.09 s,23.15,147.04533,,,bin_2853
92.02165 Da 1396.63 s,23.28,93.02893,,C6H4O,bin_2854
129.98474 Da 1396.63 s,23.28,130.99201,,C3H2N2O2S,bin_2855
138.02666 Da 1399.90 s,23.33,139.03394,,,bin_2856
86.02022 Da 1399.90 s,23.33,87.0275,,,bin_2857
301.95204 Da 1434.73 s,23.91,302.95932,,,bin_2858
95.02686 Da 1438.69 s,23.98,96.03413,,,bin_2859
77.98872 Da 1439.72 s,24.0,78.996,,,bin_2860
116.01366 Da 1442.55 s,24.04,117.02094,,C4H4O4,bin_2861
77.01702 Da 1442.65 s,24.04,78.0243,,,bin_2862
95.00201 Da 1452.14 s,24.2,96.00928,,,bin_2863
285.97537 Da 1454.67 s,24.24,286.98264,,C6H10N2O5S3,bin_2864
98.00314 Da 1459.69 s,24.33,99.01041,,,bin_2865
97.50433 Da 1462.19 s,24.37,98.51161,,,bin_2866
95.02482 Da 1463.00 s,24.38,96.0321,,,bin_2867
76.99072 Da 1464.72 s,24.41,77.998,,,bin_2868
191.97297 Da 1465.08 s,24.42,192.98025,,C6H8OS3,bin_2869
152.00154 Da 1475.04 s,24.58,153.00881,,C6H4N2OS,bin_2870
106.53259 Da 1478.42 s,24.64,107.53987,,,bin_2871
86.51717 Da 1493.90 s,24.9,87.52444,,,bin_2872
112.01140 Da 1495.12 s,24.92,113.01867,,C4H4N2S,bin_2873
209.94202 Da 1496.50 s,24.94,210.9493,,C8H2O3S2,bin_2874
115.99815 Da 1497.60 s,24.96,117.00543,,C4H4O2S,bin_2875
116.02111 Da 1500.08 s,25.0,117.02839,,C3H4N2O3,bin_2876
86.51765 Da 1504.72 s,25.08,87.52492,,,bin_2877
165.96388 Da 1509.96 s,25.17,166.97116,,C6H2N2S2,bin_2878
156.01629 Da 1520.33 s,25.34,157.02357,,C5H4N2O4,bin_2879
116.01202 Da 1542.64 s,25.71,117.0193,,C4H4O4,bin_2880
253.94819 Da 1550.36 s,25.84,254.95547,,,bin_2881
116.01625 Da 1554.75 s,25.91,117.02353,,,bin_2882
180.03193 Da 1562.36 s,26.04,181.03921,,C11H4N2O,bin_2883
144.00935 Da 1579.87 s,26.33,145.01663,,C6H8S2,bin_2884
191.97195 Da 1583.53 s,26.39,192.97922,,C9H4OS2,bin_2885
191.98210 Da 1599.67 s,26.66,96.99833,,,bin_2886
144.00842 Da 1611.89 s,26.86,145.0157,,C6H8S2,bin_2887
116.01620 Da 1624.58 s,27.08,117.02348,,,bin_2888
86.01935 Da 1627.24 s,27.12,87.02662,,,bin_2889
95.02620 Da 1627.26 s,27.12,96.03347,,,bin_2890
208.05903 Da 1627.24 s,27.12,105.03679,,C8H8N4O3,bin_2891
77.01413 Da 1627.24 s,27.12,78.0214,,,bin_2892
199.94909 Da 1632.38 s,27.21,200.95636,,C5HN2O3PS,bin_2893
235.93959 Da 1634.94 s,27.25,236.94686,,,bin_2894
182.06973 Da 1634.94 s,27.25,183.07701,,C8H10N2O3,bin_2895
253.94889 Da 1642.60 s,27.38,254.95616,,,bin_2896
199.94961 Da 1649.96 s,27.5,200.95689,,C6H4N2S3,bin_2897
182.07219 Da 1657.32 s,27.62,183.07946,,C5H14N2O3S,bin_2898
191.97409 Da 1666.92 s,27.78,192.98137,,C6H8OS3,bin_2899
182.07515 Da 1692.02 s,28.2,183.08243,,C10H14OS,bin_2900
220.03439 Da 1702.10 s,28.37,221.04166,,C7H4N6O3,bin_2901
191.97016 Da 1717.61 s,28.63,192.97743,,C9H4OS2,bin_2902
194.01548 Da 1722.30 s,28.71,195.02275,,C8H6N2O2S,bin_2903
271.99402 Da 1724.67 s,28.74,273.00129,,C10H4N6S2,bin_2904
77.97770 Da 1731.46 s,28.86,78.98497,,,bin_2905
271.99746 Da 1739.88 s,29.0,273.00474,,C7H8N6S3,bin_2906
144.00918 Da 1757.96 s,29.3,145.01645,,C6H8S2,bin_2907
162.01971 Da 1757.96 s,29.3,163.02699,,C4H7N2O3P,bin_2908
180.03376 Da 1772.95 s,29.55,181.04104,,C11H4N2O,bin_2909
162.02346 Da 1779.88 s,29.66,163.03073,,C4H7N2O3P,bin_2910
1401.76936 Da 8.70 s,0.15,699.8774,,,bin_2911
1523.71971 Da 8.86 s,0.15,760.85258,,,bin_2912
1061.31163 Da 9.21 s,0.15,1060.30436,,,bin_2913
1427.79226 Da 9.36 s,0.16,712.88885,,,bin_2914
1510.72848 Da 9.36 s,0.16,754.35697,,,bin_2915
2011.63868 Da 9.79 s,0.16,1004.81206,,,bin_2916
1535.73537 Da 9.87 s,0.16,766.86041,,,bin_2917
1468.75041 Da 9.94 s,0.17,733.36793,,,bin_2918
781.88179 Da 10.19 s,0.17,780.87451,,,bin_2919
1231.78649 Da 10.22 s,0.17,1230.77921,,,bin_2920
1134.46587 Da 10.22 s,0.17,1133.4586,,,bin_2921
1495.77211 Da 10.33 s,0.17,746.87878,,,bin_2922
890.83503 Da 10.37 s,0.17,889.82775,,,bin_2923
1247.79816 Da 10.37 s,0.17,622.8918,,,bin_2924
768.36773 Da 10.53 s,0.18,767.36045,,,bin_2925
883.86197 Da 10.64 s,0.18,882.8547,,C34H9N6O12PS5,bin_2926
1304.26886 Da 10.73 s,0.18,1303.26158,,,bin_2927
1631.75283 Da 10.73 s,0.18,814.86914,,,bin_2928
1074.30943 Da 10.78 s,0.18,1073.30215,,,bin_2929
1645.69303 Da 10.80 s,0.18,821.83924,,,bin_2930
1467.73585 Da 10.88 s,0.18,732.86065,,,bin_2931
1141.79200 Da 10.92 s,0.18,1140.78472,,C42H118N11O17P3,bin_2932
856.84090 Da 10.98 s,0.18,855.83362,,C28H20N5O5PS10,bin_2933
1661.68702 Da 11.03 s,0.18,829.83623,,,bin_2934
1003.81941 Da 11.05 s,0.18,1002.81213,,C43H114N13O6PS2,bin_2935
998.16432 Da 11.05 s,0.18,997.15704,,C27H50N8O22S5,bin_2936
788.85376 Da 11.26 s,0.19,787.84648,,,bin_2937
746.87332 Da 11.36 s,0.19,745.86605,,,bin_2938
1189.80326 Da 11.38 s,0.19,1188.79598,,C44H26N2O14S12,bin_2939
849.86732 Da 11.42 s,0.19,848.86004,,C15H10N14O17S6,bin_2940
1142.29550 Da 11.55 s,0.19,1141.28822,,C43H79N6O7PS10,bin_2941
1782.68238 Da 11.84 s,0.2,890.33392,,,bin_2942
720.86569 Da 11.95 s,0.2,719.85842,,C25H23NO2S11,bin_2943
1357.77331 Da 12.24 s,0.2,677.87938,,,bin_2944
1647.69832 Da 12.34 s,0.21,822.84188,,,bin_2945
2147.61240 Da 12.56 s,0.21,1072.79893,,,bin_2946
988.82368 Da 12.91 s,0.22,987.8164,,C45H124N6O5S5,bin_2947
705.85260 Da 13.25 s,0.22,704.84533,,,bin_2948
811.84929 Da 13.39 s,0.22,810.84202,,C39H8O9S6,bin_2949
1731.67335 Da 13.39 s,0.22,864.8294,,,bin_2950
1707.65753 Da 13.63 s,0.23,852.82149,,,bin_2951
1387.74339 Da 13.75 s,0.23,692.86442,,,bin_2952
1555.71620 Da 14.07 s,0.23,776.85082,,,bin_2953
1351.74068 Da 14.25 s,0.24,674.86306,,,bin_2954
817.83155 Da 14.58 s,0.24,816.82427,,,bin_2955
863.81474 Da 15.26 s,0.25,430.90009,,,bin_2956
383.91161 Da 29.03 s,0.48,190.94853,,,bin_2957
97.96753 Da 29.13 s,0.49,96.96026,,,bin_2958
263.94040 Da 52.07 s,0.87,262.93313,,C8H8O2S4,bin_2959
209.96818 Da 52.22 s,0.87,208.96091,,,bin_2960
277.95543 Da 52.37 s,0.87,276.94816,,,bin_2961
273.96589 Da 52.37 s,0.87,272.95861,,,bin_2962
227.97313 Da 54.48 s,0.91,226.96585,,,bin_2963
479.85416 Da 54.55 s,0.91,478.84688,,,bin_2964
379.92394 Da 54.71 s,0.91,378.91667,,C14H8N2OS5,bin_2965
463.88781 Da 55.47 s,0.92,462.88053,,,bin_2966
333.92991 Da 56.05 s,0.93,332.92264,,,bin_2967
395.89691 Da 56.06 s,0.93,394.88963,,C8H12O6S6,bin_2968
327.90990 Da 57.40 s,0.96,326.90262,,,bin_2969
129.96686 Da 58.63 s,0.98,128.95959,,,bin_2970
1120.27918 Da 59.56 s,0.99,1119.2719,,,bin_2971
788.19706 Da 59.56 s,0.99,787.18978,,C22H60O15S7,bin_2972
472.07896 Da 59.87 s,1.0,471.07169,,C11H27N2O12P3,bin_2973
226.06880 Da 60.51 s,1.01,225.06153,,C7H14O8,bin_2974
300.00222 Da 60.83 s,1.01,298.99494,,C7H5N6O6P,bin_2975
95.93180 Da 60.83 s,1.01,94.92452,,,bin_2976
284.02718 Da 60.83 s,1.01,283.0199,,,bin_2977
289.97228 Da 60.83 s,1.01,288.96501,,,bin_2978
215.05567 Da 61.41 s,1.02,214.0484,,C8H5N7O,bin_2979
165.93559 Da 61.75 s,1.03,164.92832,,,bin_2980
977.31613 Da 62.19 s,1.04,976.30885,,C25H63N21O4S8,bin_2981
557.17078 Da 62.19 s,1.04,556.1635,,C14H43NO13P4,bin_2982
635.19672 Da 62.19 s,1.04,634.18944,,C17H31N15O8P2,bin_2983
182.07872 Da 62.39 s,1.04,181.07144,,C6H14O6,bin_2984
243.08713 Da 62.72 s,1.05,242.07986,,C7H18NO6P,bin_2985
355.07991 Da 63.25 s,1.05,354.07263,,C9H19N5O6P2,bin_2986
273.99872 Da 63.25 s,1.05,272.99144,,C8H7N2O7P,bin_2987
293.07864 Da 64.12 s,1.07,292.07136,,C7H21NO7P2,bin_2988
551.17763 Da 64.36 s,1.07,550.17035,,C23H38NO8PS2,bin_2989
2809.88618 Da 64.44 s,1.07,1403.93581,,,bin_2990
805.22215 Da 66.04 s,1.1,804.21487,,,bin_2991
252.08527 Da 66.04 s,1.1,251.07799,,,bin_2992
697.19225 Da 66.04 s,1.1,696.18497,,,bin_2993
303.10808 Da 66.77 s,1.11,302.10081,,C9H22NO8P,bin_2994
263.06472 Da 66.79 s,1.11,262.05745,,C10H17NO3S2,bin_2995
538.17494 Da 66.79 s,1.11,537.16767,,C17H31N8O8PS,bin_2996
605.18047 Da 66.79 s,1.11,604.17319,,C21H36N9O4PS3,bin_2997
508.16427 Da 67.15 s,1.12,507.157,,,bin_2998
508.07556 Da 67.36 s,1.12,507.06828,,C12H18N10O9P2,bin_2999
2150.66859 Da 67.50 s,1.13,1074.32702,,,bin_3000
246.05026 Da 67.59 s,1.13,245.04298,,,bin_3001
267.09495 Da 69.76 s,1.16,266.08767,,C9H17NO8,bin_3002
599.18113 Da 70.43 s,1.17,598.17386,,,bin_3003
550.17386 Da 70.62 s,1.18,549.16658,,C16H36N6O9P2S,bin_3004
150.05310 Da 70.74 s,1.18,149.04582,,C6H6N4O,bin_3005
290.07709 Da 71.51 s,1.19,289.06981,,C10H14N2O8,bin_3006
401.09892 Da 72.39 s,1.21,400.09164,,C14H19N5O7S,bin_3007
492.16917 Da 72.39 s,1.21,491.1619,,C16H16N18O2,bin_3008
514.12788 Da 72.89 s,1.21,513.1206,,C12H23N10O11P,bin_3009
169.84310 Da 72.89 s,1.21,168.83583,,,bin_3010
944.25920 Da 72.89 s,1.21,943.25193,,,bin_3011
436.05086 Da 73.35 s,1.22,435.04359,,,bin_3012
236.05216 Da 73.97 s,1.23,235.04489,,C5H12N6OS2,bin_3013
498.05084 Da 73.97 s,1.23,497.04357,,,bin_3014
404.09001 Da 73.97 s,1.23,403.08274,,,bin_3015
598.10608 Da 73.97 s,1.23,597.0988,,,bin_3016
481.12145 Da 73.97 s,1.23,480.11418,,C17H29N3O7P2S,bin_3017
985.28828 Da 75.31 s,1.26,984.28101,,C27H57N9O26P2,bin_3018
117.95713 Da 75.31 s,1.26,116.94985,,,bin_3019
676.18045 Da 75.31 s,1.26,675.17317,,C17H35N12O11P3,bin_3020
643.17282 Da 75.82 s,1.26,642.16554,,C13H36N13O9P3S,bin_3021
359.01573 Da 76.35 s,1.27,358.00846,,C10H11N5O6P2,bin_3022
244.03427 Da 76.35 s,1.27,243.02699,,C7H9N4O4P,bin_3023
79.92521 Da 76.35 s,1.27,78.91793,,,bin_3024
397.99862 Da 76.35 s,1.27,396.99134,,C13H18O6S4,bin_3025
335.99843 Da 76.35 s,1.27,334.99116,,,bin_3026
309.10613 Da 77.01 s,1.28,308.09885,,C10H20N3O6P,bin_3027
476.13804 Da 77.17 s,1.29,475.13076,,C17H24N4O12,bin_3028
171.84037 Da 77.24 s,1.29,170.83309,,,bin_3029
377.10678 Da 78.59 s,1.31,376.09951,,C8H24N7O4PS2,bin_3030
197.99173 Da 78.84 s,1.31,196.98445,,C5H3N4O3P,bin_3031
446.12720 Da 79.66 s,1.33,445.11992,,C15H26O15,bin_3032
196.81740 Da 80.01 s,1.33,195.81012,,,bin_3033
498.13226 Da 80.01 s,1.33,497.12499,,C14H28N8O6P2S,bin_3034
161.84897 Da 80.78 s,1.35,160.84169,,,bin_3035
112.02674 Da 81.54 s,1.36,111.01947,,,bin_3036
399.03092 Da 81.98 s,1.37,398.02365,,,bin_3037
104.01050 Da 82.17 s,1.37,103.00322,,,bin_3038
502.07545 Da 82.17 s,1.37,501.06817,,C16H18N6O11S,bin_3039
348.04093 Da 82.43 s,1.37,347.03365,,C7H16N4O8S2,bin_3040
348.03032 Da 83.06 s,1.38,347.02305,,C16H12O7S,bin_3041
146.02158 Da 83.10 s,1.38,145.0143,,C5H6O5,bin_3042
620.04487 Da 83.77 s,1.4,619.03759,,C13H13N14O14P,bin_3043
525.98871 Da 83.77 s,1.4,524.98144,,C31H11O3PS2,bin_3044
411.93522 Da 84.52 s,1.41,410.92794,,C11H4N6O6S3,bin_3045
86.03617 Da 84.55 s,1.41,85.02889,,C4H6O2,bin_3046
432.14613 Da 84.60 s,1.41,431.13885,,C13H16N14O4,bin_3047
289.99670 Da 85.27 s,1.42,288.98942,,C6H7N6O4PS,bin_3048
89.99484 Da 85.45 s,1.42,88.98757,,,bin_3049
153.96576 Da 85.45 s,1.42,152.95848,,C5H2N2S2,bin_3050
556.12391 Da 86.25 s,1.44,555.11663,,C19H25N8O8PS,bin_3051
333.96054 Da 86.44 s,1.44,332.95326,,C10H8O9P2,bin_3052
327.94109 Da 87.19 s,1.45,326.93382,,C7H9N2O5PS3,bin_3053
409.01760 Da 87.29 s,1.45,408.01032,,C12H8N7O8P,bin_3054
235.99116 Da 88.74 s,1.48,234.98388,,C7H9O5PS,bin_3055
255.99732 Da 89.32 s,1.49,254.99004,,C7H5N4O5P,bin_3056
370.02634 Da 89.46 s,1.49,369.01906,,C9H6N8O9,bin_3057
355.94126 Da 90.69 s,1.51,354.93398,,C11H4N2O8S2,bin_3058
422.00249 Da 91.59 s,1.53,420.99521,,C12H6N8O8S,bin_3059
887.96736 Da 92.01 s,1.53,442.9764,,,bin_3060
443.98215 Da 92.73 s,1.55,442.97487,,C9H6N10O8P2,bin_3061
275.97911 Da 93.17 s,1.55,274.97183,,,bin_3062
471.98027 Da 93.28 s,1.55,470.97299,,C20H9O12P,bin_3063
449.99843 Da 93.28 s,1.55,448.99115,,C13H8N8O7P2,bin_3064
429.99449 Da 93.28 s,1.55,428.98722,,C10H8N8O8P2,bin_3065
428.01684 Da 93.28 s,1.55,427.00956,,C11H10N8O7P2,bin_3066
451.97642 Da 93.56 s,1.56,450.96914,,C12H6N8O8P2,bin_3067
331.97897 Da 93.57 s,1.56,330.97169,,C8H13O8PS2,bin_3068
260.01377 Da 95.13 s,1.59,259.00649,,,bin_3069
465.96581 Da 95.30 s,1.59,464.95853,,,bin_3070
197.02886 Da 95.38 s,1.59,196.02159,,C4H11N3O2S2,bin_3071
281.99561 Da 95.72 s,1.6,280.98833,,C7H2N6O7,bin_3072
365.94929 Da 96.50 s,1.61,364.94201,,C17H4O6P2,bin_3073
