Bucket label,RT,m/z,Name,Formula,Peak number
419.20070 Da 64.53 s,1.08,420.20798,,C13H21N15O2,pos 419.20070 Da 64.53 s
544.19791 Da 64.53 s,1.08,273.10623,,,pos 544.19791 Da 64.53 s
724.28304 Da 64.53 s,1.08,363.14879,,C27H52N10O3S5,pos 724.28304 Da 64.53 s
94.51531 Da 64.76 s,1.08,95.52258,,,pos 94.51531 Da 64.76 s
207.03181 Da 64.76 s,1.08,208.03909,,C13H5NO2,pos 207.03181 Da 64.76 s
352.13740 Da 65.12 s,1.09,177.07598,,,pos 352.13740 Da 65.12 s
280.06360 Da 65.12 s,1.09,281.07087,,,pos 280.06360 Da 65.12 s
73.05260 Da 65.12 s,1.09,74.05987,,C3H7NO,pos 73.05260 Da 65.12 s
182.04127 Da 66.07 s,1.1,183.04855,,,pos 182.04127 Da 66.07 s
131.06546 Da 67.34 s,1.12,132.07273,Creatine,C4H9N3O2,pos 131.06546 Da 67.34 s
453.19619 Da 67.68 s,1.13,454.20347,,C12H28N11O6P,pos 453.19619 Da 67.68 s
98.01497 Da 67.68 s,1.13,99.02224,,,pos 98.01497 Da 67.68 s
71.98528 Da 67.68 s,1.13,72.99256,,,pos 71.98528 Da 67.68 s
359.17917 Da 67.68 s,1.13,360.18645,,C13H29NO10,pos 359.17917 Da 67.68 s
119.04560 Da 67.68 s,1.13,120.05288,,,pos 119.04560 Da 67.68 s
545.25709 Da 67.68 s,1.13,546.26437,,C19H39N5O13,pos 545.25709 Da 67.68 s
101.06429 Da 67.68 s,1.13,102.07157,,,pos 101.06429 Da 67.68 s
127.61517 Da 68.24 s,1.14,128.62245,,,pos 127.61517 Da 68.24 s
301.23620 Da 68.24 s,1.14,151.62538,,C11H27N9O,pos 301.23620 Da 68.24 s
736.14075 Da 69.99 s,1.17,369.07765,,,pos 736.14075 Da 69.99 s
395.02793 Da 69.99 s,1.17,396.03521,,,pos 395.02793 Da 69.99 s
192.04644 Da 69.99 s,1.17,97.03049,,,pos 192.04644 Da 69.99 s
313.23611 Da 69.99 s,1.17,157.62533,,C21H31NO,pos 313.23611 Da 69.99 s
1422.38659 Da 70.15 s,1.17,712.20057,,C35H52N44O15P2S,pos 1422.38659 Da 70.15 s
545.19496 Da 70.15 s,1.17,546.20224,,C20H35NO16,pos 545.19496 Da 70.15 s
72.02085 Da 70.46 s,1.17,73.02813,,,pos 72.02085 Da 70.46 s
566.20824 Da 70.85 s,1.18,567.21552,,,pos 566.20824 Da 70.85 s
115.04929 Da 70.85 s,1.18,116.05657,,C5H9NS,pos 115.04929 Da 70.85 s
722.25472 Da 70.85 s,1.18,362.13463,,,pos 722.25472 Da 70.85 s
560.17798 Da 70.85 s,1.18,281.09627,,C14H25N16O7P,pos 560.17798 Da 70.85 s
1096.39321 Da 70.85 s,1.18,549.20388,,,pos 1096.39321 Da 70.85 s
69.02057 Da 70.85 s,1.18,70.02785,,C3H3NO,pos 69.02057 Da 70.85 s
578.19147 Da 70.85 s,1.18,290.10301,,C16H39N2O18P,pos 578.19147 Da 70.85 s
740.26780 Da 70.85 s,1.18,371.14118,,,pos 740.26780 Da 70.85 s
758.28041 Da 70.85 s,1.18,380.14748,,,pos 758.28041 Da 70.85 s
884.23286 Da 72.61 s,1.21,443.12371,,C20H38N24O11P2S,pos 884.23286 Da 72.61 s
416.04118 Da 72.61 s,1.21,417.04846,,C11H21N4O5PS3,pos 416.04118 Da 72.61 s
526.13753 Da 72.61 s,1.21,264.07604,,C20H14N16O3,pos 526.13753 Da 72.61 s
1748.52703 Da 73.16 s,1.22,875.27079,,C55H95N22O35P3S,pos 1748.52703 Da 73.16 s
637.16618 Da 73.16 s,1.22,319.59037,,C18H25N17O6P2,pos 637.16618 Da 73.16 s
174.10078 Da 73.31 s,1.22,175.10806,,,pos 174.10078 Da 73.31 s
128.09477 Da 73.31 s,1.22,129.10204,,C6H12N2O,pos 128.09477 Da 73.31 s
866.27300 Da 73.31 s,1.22,867.28028,,,pos 866.27300 Da 73.31 s
521.19462 Da 73.31 s,1.22,522.2019,,C16H39N7O4S4,pos 521.19462 Da 73.31 s
159.12635 Da 73.37 s,1.22,160.13362,,C8H17NO2,pos 159.12635 Da 73.37 s
424.14274 Da 73.57 s,1.23,425.15001,,,pos 424.14274 Da 73.57 s
344.10462 Da 73.57 s,1.23,345.1119,,C22H16O4,pos 344.10462 Da 73.57 s
699.20170 Da 73.57 s,1.23,350.60813,,C22H41N3O20S,pos 699.20170 Da 73.57 s
676.17665 Da 73.57 s,1.23,339.0956,,C16H36N8O19S,pos 676.17665 Da 73.57 s
602.16551 Da 73.57 s,1.23,302.09003,,,pos 602.16551 Da 73.57 s
822.26527 Da 73.57 s,1.23,412.13991,,C16H47N20O11PS3,pos 822.26527 Da 73.57 s
203.12728 Da 73.57 s,1.23,204.13456,,C8H17N3O3,pos 203.12728 Da 73.57 s
438.10444 Da 74.38 s,1.24,220.0595,,C24H10N10,pos 438.10444 Da 74.38 s
701.25786 Da 74.68 s,1.24,702.26514,,,pos 701.25786 Da 74.68 s
586.02606 Da 75.10 s,1.25,587.03334,,,pos 586.02606 Da 75.10 s
301.05736 Da 75.90 s,1.26,302.06464,,C7H17N3O6P2,pos 301.05736 Da 75.90 s
203.11562 Da 75.90 s,1.26,204.1229,Acetylcarnitine,C9H17NO4,pos 203.11562 Da 75.90 s
334.06583 Da 75.90 s,1.26,335.0731,,C12H18N2O5S2,pos 334.06583 Da 75.90 s
633.21234 Da 75.90 s,1.26,634.21961,,C22H36N9O9PS,pos 633.21234 Da 75.90 s
453.14636 Da 75.90 s,1.26,454.15364,,C15H15N15O3,pos 453.14636 Da 75.90 s
359.14269 Da 75.90 s,1.26,360.14997,,C8H21N7O9,pos 359.14269 Da 75.90 s
642.18191 Da 76.21 s,1.27,322.09823,,,pos 642.18191 Da 76.21 s
97.95522 Da 76.21 s,1.27,98.9625,,,pos 97.95522 Da 76.21 s
398.09511 Da 76.21 s,1.27,200.05483,,C11H18N4O12,pos 398.09511 Da 76.21 s
484.11132 Da 76.21 s,1.27,485.11859,,C10H21N12O7PS,pos 484.11132 Da 76.21 s
722.17961 Da 77.04 s,1.28,362.09708,,C25H38O24,pos 722.17961 Da 77.04 s
542.11658 Da 77.48 s,1.29,272.06557,,C14H20N14O6P2,pos 542.11658 Da 77.48 s
510.04610 Da 77.64 s,1.29,511.05337,,C20H7N12O4P,pos 510.04610 Da 77.64 s
1406.41204 Da 77.76 s,1.3,704.2133,,C43H73N22O24P3S,pos 1406.41204 Da 77.76 s
1090.31741 Da 77.76 s,1.3,1091.32469,,C34H58N8O32,pos 1090.31741 Da 77.76 s
1064.29554 Da 77.76 s,1.3,533.15505,,C37H60O35,pos 1064.29554 Da 77.76 s
406.08606 Da 78.70 s,1.31,407.09334,,C9H15N10O7P,pos 406.08606 Da 78.70 s
316.10694 Da 79.13 s,1.32,317.11422,,,pos 316.10694 Da 79.13 s
294.05634 Da 79.13 s,1.32,148.03545,,C24H6,pos 294.05634 Da 79.13 s
420.02666 Da 79.13 s,1.32,421.03394,,C12H9N10O4PS,pos 420.02666 Da 79.13 s
416.10948 Da 79.13 s,1.32,209.06202,,C11H17N10O6P,pos 416.10948 Da 79.13 s
964.23341 Da 79.13 s,1.32,483.12398,,,pos 964.23341 Da 79.13 s
542.16473 Da 79.13 s,1.32,272.08964,,C11H33N10O9P3,pos 542.16473 Da 79.13 s
748.20112 Da 79.13 s,1.32,749.2084,,C23H32N12O17,pos 748.20112 Da 79.13 s
299.95747 Da 80.15 s,1.34,300.96475,,C5H9N4O3PS3,pos 299.95747 Da 80.15 s
331.12313 Da 80.51 s,1.34,332.13041,,C21H17NO3,pos 331.12313 Da 80.51 s
484.05610 Da 81.13 s,1.35,485.06337,,C15H23N2O10P3,pos 484.05610 Da 81.13 s
210.54468 Da 81.13 s,1.35,211.55195,,,pos 210.54468 Da 81.13 s
129.50975 Da 81.65 s,1.36,130.51703,,,pos 129.50975 Da 81.65 s
254.00696 Da 81.65 s,1.36,128.01076,,C7H12O6P2,pos 254.00696 Da 81.65 s
356.08448 Da 81.65 s,1.36,357.09176,,,pos 356.08448 Da 81.65 s
290.97214 Da 81.65 s,1.36,291.97941,,C6H13NO4S4,pos 290.97214 Da 81.65 s
138.51821 Da 81.65 s,1.36,139.52548,,,pos 138.51821 Da 81.65 s
264.03818 Da 81.65 s,1.36,265.04545,,C11H8N2O6,pos 264.03818 Da 81.65 s
362.05263 Da 81.74 s,1.36,182.03359,,C11H16N4O6P2,pos 362.05263 Da 81.74 s
290.94481 Da 81.92 s,1.37,291.95208,,C7H5N3O4S3,pos 290.94481 Da 81.92 s
1226.34797 Da 82.36 s,1.37,614.18126,,C38H77N4O32P3S,pos 1226.34797 Da 82.36 s
1080.26888 Da 82.36 s,1.37,541.14172,,C23H53N24O16PS4,pos 1080.26888 Da 82.36 s
1388.39733 Da 82.36 s,1.37,695.20594,,,pos 1388.39733 Da 82.36 s
1568.46300 Da 82.36 s,1.37,785.23878,,C47H61N40O22P,pos 1568.46300 Da 82.36 s
748.14219 Da 82.36 s,1.37,375.07837,,,pos 748.14219 Da 82.36 s
428.01775 Da 83.71 s,1.4,429.02502,,C11H10N8O7P2,pos 428.01775 Da 83.71 s
247.14193 Da 83.71 s,1.4,248.1492,,C11H21NO5,pos 247.14193 Da 83.71 s
263.12110 Da 84.16 s,1.4,264.12838,,C12H17N5S,pos 263.12110 Da 84.16 s
247.16237 Da 84.16 s,1.4,248.16965,,C12H25NO2S,pos 247.16237 Da 84.16 s
792.18100 Da 84.16 s,1.4,397.09777,,,pos 792.18100 Da 84.16 s
323.07009 Da 84.16 s,1.4,324.07737,,C13H9N9S,pos 323.07009 Da 84.16 s
440.04262 Da 84.16 s,1.4,221.02859,,C13H18N2O11P2,pos 440.04262 Da 84.16 s
422.02760 Da 84.16 s,1.4,212.02108,,C9H12N8O8P2,pos 422.02760 Da 84.16 s
410.06025 Da 84.16 s,1.4,206.0374,,C13H18N2O11S,pos 410.06025 Da 84.16 s
394.02477 Da 84.16 s,1.4,198.01966,,C8H12N8O7P2,pos 394.02477 Da 84.16 s
304.10700 Da 84.16 s,1.4,305.11428,,C9H17N6O4P,pos 304.10700 Da 84.16 s
255.14589 Da 84.81 s,1.41,256.15316,,C13H21NO4,pos 255.14589 Da 84.81 s
320.11090 Da 84.81 s,1.41,321.11818,,C8H17N8O4P,pos 320.11090 Da 84.81 s
181.07291 Da 84.81 s,1.41,182.08019,,C9H11NO3,pos 181.07291 Da 84.81 s
554.08093 Da 86.64 s,1.44,278.04774,,C16H11N16O6P,pos 554.08093 Da 86.64 s
328.01060 Da 86.64 s,1.44,165.01257,,,pos 328.01060 Da 86.64 s
474.05754 Da 87.09 s,1.45,475.06482,,,pos 474.05754 Da 87.09 s
644.10428 Da 87.09 s,1.45,323.05942,,,pos 644.10428 Da 87.09 s
671.22687 Da 87.09 s,1.45,336.62071,,,pos 671.22687 Da 87.09 s
416.05336 Da 87.75 s,1.46,417.06064,,C11H14N8O6P2,pos 416.05336 Da 87.75 s
808.07026 Da 87.75 s,1.46,405.04241,,,pos 808.07026 Da 87.75 s
495.96961 Da 88.92 s,1.48,248.99208,,,pos 495.96961 Da 88.92 s
153.01254 Da 89.06 s,1.48,154.01981,,,pos 153.01254 Da 89.06 s
144.50439 Da 89.23 s,1.49,145.51167,,,pos 144.50439 Da 89.23 s
652.04031 Da 89.34 s,1.49,327.02743,,,pos 652.04031 Da 89.34 s
328.07091 Da 89.34 s,1.49,329.07819,,C17H8N6O2,pos 328.07091 Da 89.34 s
640.07201 Da 89.34 s,1.49,321.04328,,,pos 640.07201 Da 89.34 s
258.00196 Da 89.34 s,1.49,259.00924,,C10H10O4S2,pos 258.00196 Da 89.34 s
477.99575 Da 89.34 s,1.49,240.00515,,C9H8N10O10P2,pos 477.99575 Da 89.34 s
470.04111 Da 89.34 s,1.49,471.04839,,,pos 470.04111 Da 89.34 s
702.03463 Da 89.34 s,1.49,352.02459,,,pos 702.03463 Da 89.34 s
335.02409 Da 89.34 s,1.49,336.03137,,C12H10N5O3PS,pos 335.02409 Da 89.34 s
361.99547 Da 89.34 s,1.49,182.00501,,C19H7O6P,pos 361.99547 Da 89.34 s
304.00836 Da 89.34 s,1.49,153.01146,,,pos 304.00836 Da 89.34 s
306.05985 Da 89.34 s,1.49,307.06713,,,pos 306.05985 Da 89.34 s
943.96688 Da 89.73 s,1.5,472.99072,,,pos 943.96688 Da 89.73 s
505.97832 Da 89.73 s,1.5,506.98559,,,pos 505.97832 Da 89.73 s
491.98755 Da 89.73 s,1.5,492.99482,,C11H12N10O5S4,pos 491.98755 Da 89.73 s
637.98819 Da 89.73 s,1.5,320.00137,,C15H9N14O10P3,pos 637.98819 Da 89.73 s
651.97250 Da 90.01 s,1.5,326.99353,,,pos 651.97250 Da 90.01 s
616.06735 Da 90.01 s,1.5,309.04095,,,pos 616.06735 Da 90.01 s
278.02682 Da 90.83 s,1.51,140.02069,,C9H7N6O3P,pos 278.02682 Da 90.83 s
121.50290 Da 91.14 s,1.52,122.51017,,,pos 121.50290 Da 91.14 s
485.97031 Da 91.16 s,1.52,486.97759,,C11H13N4O12P3,pos 485.97031 Da 91.16 s
132.99510 Da 91.37 s,1.52,134.00238,,,pos 132.99510 Da 91.37 s
173.52797 Da 91.40 s,1.52,174.53525,,,pos 173.52797 Da 91.40 s
357.95930 Da 91.71 s,1.53,358.96658,,,pos 357.95930 Da 91.71 s
357.99701 Da 91.93 s,1.53,180.00578,,C9H8N6O6P2,pos 357.99701 Da 91.93 s
484.01652 Da 91.93 s,1.53,243.01554,,,pos 484.01652 Da 91.93 s
692.00983 Da 91.93 s,1.53,347.01219,,,pos 692.00983 Da 91.93 s
486.02491 Da 91.93 s,1.53,487.03219,,C15H21O12P3,pos 486.02491 Da 91.93 s
715.99658 Da 91.93 s,1.53,359.00556,,,pos 715.99658 Da 91.93 s
112.48236 Da 91.93 s,1.53,113.48964,,,pos 112.48236 Da 91.93 s
230.09358 Da 91.93 s,1.53,231.10085,,C10H10N6O,pos 230.09358 Da 91.93 s
701.95985 Da 92.27 s,1.54,351.9872,,,pos 701.95985 Da 92.27 s
451.97844 Da 92.27 s,1.54,452.98572,,C12H6N8O8P2,pos 451.97844 Da 92.27 s
136.51708 Da 92.42 s,1.54,137.52435,,,pos 136.51708 Da 92.42 s
286.97351 Da 92.42 s,1.54,287.98079,,C9H5NO8S,pos 286.97351 Da 92.42 s
128.03289 Da 92.77 s,1.55,129.04016,,C6H8OS,pos 128.03289 Da 92.77 s
322.02156 Da 93.64 s,1.56,323.02884,,,pos 322.02156 Da 93.64 s
409.98239 Da 94.43 s,1.57,410.98966,,C15H14N4S5,pos 409.98239 Da 94.43 s
407.98655 Da 94.43 s,1.57,408.99383,,C18H4N2O10,pos 407.98655 Da 94.43 s
370.03707 Da 94.43 s,1.57,371.04434,,C8H6N10O8,pos 370.03707 Da 94.43 s
121.49140 Da 94.43 s,1.57,122.49867,,,pos 121.49140 Da 94.43 s
227.96893 Da 94.43 s,1.57,114.99174,,,pos 227.96893 Da 94.43 s
155.02590 Da 94.79 s,1.58,78.52023,,C4H5N5S,pos 155.02590 Da 94.79 s
587.98532 Da 95.04 s,1.58,294.99994,,,pos 587.98532 Da 95.04 s
407.94372 Da 96.18 s,1.6,408.951,,,pos 407.94372 Da 96.18 s
274.07579 Da 96.97 s,1.62,275.08307,,C15H15O3P,pos 274.07579 Da 96.97 s
244.08697 Da 96.97 s,1.62,245.09424,,C11H17O4P,pos 244.08697 Da 96.97 s
385.95227 Da 97.56 s,1.63,386.95955,,C13H10N2O4S4,pos 385.95227 Da 97.56 s
337.95465 Da 97.56 s,1.63,338.96193,,,pos 337.95465 Da 97.56 s
85.08968 Da 97.82 s,1.63,86.09696,,C5H11N,pos 85.08968 Da 97.82 s
128.02286 Da 99.49 s,1.66,129.03014,,,pos 128.02286 Da 99.49 s
337.98910 Da 99.49 s,1.66,338.99638,,C9H12N2O6P2S,pos 337.98910 Da 99.49 s
485.92063 Da 99.95 s,1.67,486.92791,,,pos 485.92063 Da 99.95 s
435.93737 Da 101.21 s,1.69,436.94464,,,pos 435.93737 Da 101.21 s
165.06502 Da 108.54 s,1.81,166.0723,,C6H7N5O,pos 165.06502 Da 108.54 s
229.96699 Da 114.73 s,1.91,230.97426,,C5H3N4O3PS,pos 229.96699 Da 114.73 s
108.93436 Da 119.81 s,2.0,109.94164,,,pos 108.93436 Da 119.81 s
96.98479 Da 122.72 s,2.05,97.99207,,,pos 96.98479 Da 122.72 s
360.01308 Da 124.86 s,2.08,181.01382,,,pos 360.01308 Da 124.86 s
180.00084 Da 125.23 s,2.09,181.00812,,C5H9O3PS,pos 180.00084 Da 125.23 s
288.01573 Da 125.44 s,2.09,289.023,,C8H16O5S3,pos 288.01573 Da 125.44 s
422.00054 Da 126.59 s,2.11,212.00755,,C11H10N4O12S,pos 422.00054 Da 126.59 s
385.99014 Da 127.38 s,2.12,386.99742,,,pos 385.99014 Da 127.38 s
296.07662 Da 127.38 s,2.12,297.0839,,C9H17N2O7P,pos 296.07662 Da 127.38 s
174.01530 Da 127.66 s,2.13,175.02257,,C6H6O6,pos 174.01530 Da 127.66 s
225.14741 Da 127.95 s,2.13,226.15469,,C16H19N,pos 225.14741 Da 127.95 s
85.08863 Da 127.95 s,2.13,86.0959,,C5H11N,pos 85.08863 Da 127.95 s
337.95597 Da 129.10 s,2.15,338.96324,,C6H6N6O5S3,pos 337.95597 Da 129.10 s
102.98228 Da 140.07 s,2.33,103.98956,,,pos 102.98228 Da 140.07 s
142.03836 Da 140.63 s,2.34,143.04564,,C5H6N2O3,pos 142.03836 Da 140.63 s
258.07354 Da 145.17 s,2.42,259.08082,,C8H6N10O,pos 258.07354 Da 145.17 s
226.03617 Da 152.74 s,2.55,227.04344,,C8H2N8O,pos 226.03617 Da 152.74 s
77.94587 Da 155.25 s,2.59,78.95314,,,pos 77.94587 Da 155.25 s
206.11109 Da 155.25 s,2.59,207.11837,,,pos 206.11109 Da 155.25 s
260.06769 Da 159.53 s,2.66,261.07496,,C7H12N6O3S,pos 260.06769 Da 159.53 s
169.05814 Da 160.98 s,2.68,170.06542,,,pos 169.05814 Da 160.98 s
200.01965 Da 162.81 s,2.71,201.02692,,C10H4N2O3,pos 200.01965 Da 162.81 s
217.14604 Da 162.81 s,2.71,218.15332,,C14H19NO,pos 217.14604 Da 162.81 s
217.13176 Da 163.16 s,2.72,218.13904,,C11H15N5,pos 217.13176 Da 163.16 s
261.94379 Da 165.36 s,2.76,262.95107,,C5H2N4O5S2,pos 261.94379 Da 165.36 s
556.02185 Da 165.36 s,2.76,279.0182,,,pos 556.02185 Da 165.36 s
385.98199 Da 165.36 s,2.76,386.98926,,C11H8N4O8P2,pos 385.98199 Da 165.36 s
77.97754 Da 166.02 s,2.77,78.98482,,,pos 77.97754 Da 166.02 s
301.95321 Da 166.02 s,2.77,302.96049,,,pos 301.95321 Da 166.02 s
231.99686 Da 170.45 s,2.84,117.00571,,,pos 231.99686 Da 170.45 s
185.95814 Da 170.83 s,2.85,186.96542,,,pos 185.95814 Da 170.83 s
117.92242 Da 180.56 s,3.01,118.9297,,,pos 117.92242 Da 180.56 s
129.98560 Da 188.11 s,3.14,130.99287,,C3H2N2O2S,pos 129.98560 Da 188.11 s
200.00905 Da 197.44 s,3.29,201.01633,,C11H4O4,pos 200.00905 Da 197.44 s
337.90424 Da 206.23 s,3.44,338.91151,,,pos 337.90424 Da 206.23 s
211.93847 Da 208.90 s,3.48,212.94574,,C4H5O4PS2,pos 211.93847 Da 208.90 s
204.08043 Da 210.88 s,3.51,205.08771,,C5H12N6OS,pos 204.08043 Da 210.88 s
190.08771 Da 211.38 s,3.52,191.09498,,C6H14N4OS,pos 190.08771 Da 211.38 s
101.94296 Da 213.42 s,3.56,102.95024,,,pos 101.94296 Da 213.42 s
260.08915 Da 213.42 s,3.56,261.09643,,C8H8N10O,pos 260.08915 Da 213.42 s
243.93011 Da 213.42 s,3.56,244.93738,,C8H4O3S3,pos 243.93011 Da 213.42 s
135.05531 Da 216.48 s,3.61,136.06258,,C4H9NO4,pos 135.05531 Da 216.48 s
267.09658 Da 216.48 s,3.61,268.10385,Adenosine,C10H13N5O4,pos 267.09658 Da 216.48 s
272.02041 Da 218.43 s,3.64,273.02769,,C9H9N2O6P,pos 272.02041 Da 218.43 s
175.99660 Da 221.57 s,3.69,177.00388,,C6H8O2S2,pos 175.99660 Da 221.57 s
145.98640 Da 226.23 s,3.77,146.99368,,C5H6OS2,pos 145.98640 Da 226.23 s
87.94565 Da 226.44 s,3.77,88.95292,,,pos 87.94565 Da 226.44 s
335.91620 Da 226.59 s,3.78,168.96537,,,pos 335.91620 Da 226.59 s
87.91876 Da 228.62 s,3.81,88.92604,,,pos 87.91876 Da 228.62 s
166.02333 Da 228.90 s,3.82,167.03061,,C8H6O4,pos 166.02333 Da 228.90 s
218.02081 Da 229.00 s,3.82,219.02809,,C11H6O5,pos 218.02081 Da 229.00 s
180.03209 Da 229.95 s,3.83,181.03936,,C11H4N2O,pos 180.03209 Da 229.95 s
114.01449 Da 231.14 s,3.85,115.02177,,,pos 114.01449 Da 231.14 s
208.02396 Da 231.14 s,3.85,105.01926,,C7H4N4O4,pos 208.02396 Da 231.14 s
168.03764 Da 231.68 s,3.86,169.04492,,C4H12N2OS2,pos 168.03764 Da 231.68 s
335.95890 Da 234.04 s,3.9,336.96618,,C13H6O7P2,pos 335.95890 Da 234.04 s
378.19915 Da 236.19 s,3.94,190.10685,,,pos 378.19915 Da 236.19 s
251.99077 Da 243.74 s,4.06,252.99805,,,pos 251.99077 Da 243.74 s
175.97353 Da 244.29 s,4.07,176.98081,,C4H4N2O2S2,pos 175.97353 Da 244.29 s
85.95821 Da 246.27 s,4.1,86.96549,,,pos 85.95821 Da 246.27 s
206.04713 Da 247.97 s,4.13,104.03084,,,pos 206.04713 Da 247.97 s
227.95417 Da 256.97 s,4.28,114.98436,,,pos 227.95417 Da 256.97 s
337.93786 Da 258.99 s,4.32,338.94514,,,pos 337.93786 Da 258.99 s
93.99384 Da 258.99 s,4.32,95.00111,,,pos 93.99384 Da 258.99 s
329.05266 Da 259.35 s,4.32,330.05993,,C10H12N5O6P,pos 329.05266 Da 259.35 s
274.10290 Da 259.48 s,4.32,275.11018,,,pos 274.10290 Da 259.48 s
234.05855 Da 261.47 s,4.36,235.06582,,,pos 234.05855 Da 261.47 s
385.94287 Da 264.37 s,4.41,386.95015,,C10H4N4O9P2,pos 385.94287 Da 264.37 s
287.91911 Da 266.99 s,4.45,288.92639,,,pos 287.91911 Da 266.99 s
253.17488 Da 276.39 s,4.61,254.18216,,C9H19N9,pos 253.17488 Da 276.39 s
143.04241 Da 276.86 s,4.61,144.04968,,C6H9NOS,pos 143.04241 Da 276.86 s
253.15399 Da 276.98 s,4.62,254.16126,,C11H19N5O2,pos 253.15399 Da 276.98 s
96.98379 Da 279.66 s,4.66,97.99107,,,pos 96.98379 Da 279.66 s
985.49137 Da 279.66 s,4.66,493.75296,,,pos 985.49137 Da 279.66 s
165.07850 Da 287.19 s,4.79,166.08578,L-Phenylalanine,C9H11NO2,pos 165.07850 Da 287.19 s
182.08792 Da 287.19 s,4.79,183.0952,,C9H14N2S,pos 182.08792 Da 287.19 s
99.06869 Da 289.52 s,4.83,100.07597,,C5H9NO,pos 99.06869 Da 289.52 s
324.10563 Da 289.79 s,4.83,325.11291,,C12H20O10,pos 324.10563 Da 289.79 s
177.11630 Da 292.05 s,4.87,178.12358,,C11H15NO,pos 177.11630 Da 292.05 s
335.99151 Da 296.65 s,4.94,336.99878,,C11H5N4O7P,pos 335.99151 Da 296.65 s
287.92085 Da 297.05 s,4.95,288.92813,,,pos 287.92085 Da 297.05 s
225.98460 Da 297.25 s,4.95,226.99188,,C9H7O3PS,pos 225.98460 Da 297.25 s
329.94713 Da 301.72 s,5.03,330.95441,,C7H10N2O5S4,pos 329.94713 Da 301.72 s
445.89270 Da 302.14 s,5.04,446.89997,,,pos 445.89270 Da 302.14 s
310.11614 Da 302.30 s,5.04,311.12341,,C14H18N2O6,pos 310.11614 Da 302.30 s
210.09765 Da 304.27 s,5.07,211.10493,,C5H14N4O5,pos 210.09765 Da 304.27 s
81.03032 Da 304.69 s,5.08,82.03759,,,pos 81.03032 Da 304.69 s
101.02695 Da 306.82 s,5.11,102.03423,,C7H3N,pos 101.02695 Da 306.82 s
129.02546 Da 306.82 s,5.11,130.03274,,C5H7NOS,pos 129.02546 Da 306.82 s
239.15102 Da 309.74 s,5.16,240.1583,,C13H21NO3,pos 239.15102 Da 309.74 s
544.25005 Da 309.74 s,5.16,545.25733,,C22H46N2O7P2S,pos 544.25005 Da 309.74 s
216.11145 Da 311.91 s,5.2,217.11872,,C9H16N2O4,pos 216.11145 Da 311.91 s
108.03975 Da 312.31 s,5.21,109.04702,,,pos 108.03975 Da 312.31 s
174.07256 Da 314.36 s,5.24,88.04356,,,pos 174.07256 Da 314.36 s
287.94689 Da 317.23 s,5.29,288.95417,,,pos 287.94689 Da 317.23 s
322.09939 Da 319.24 s,5.32,323.10667,,C23H14O2,pos 322.09939 Da 319.24 s
123.98276 Da 327.27 s,5.45,124.99004,,,pos 123.98276 Da 327.27 s
77.94606 Da 327.27 s,5.45,78.95334,,,pos 77.94606 Da 327.27 s
104.95622 Da 330.33 s,5.51,105.9635,,,pos 104.95622 Da 330.33 s
192.08317 Da 331.86 s,5.53,97.04886,,C11H12O3,pos 192.08317 Da 331.86 s
225.06246 Da 331.86 s,5.53,226.06974,,C4H12N5O4P,pos 225.06246 Da 331.86 s
105.99335 Da 332.31 s,5.54,107.00063,,C3H6S2,pos 105.99335 Da 332.31 s
603.90698 Da 332.86 s,5.55,302.96077,,,pos 603.90698 Da 332.86 s
124.04757 Da 333.01 s,5.55,125.05485,,,pos 124.04757 Da 333.01 s
248.07184 Da 334.84 s,5.58,125.0432,,C14H8N4O,pos 248.07184 Da 334.84 s
169.05738 Da 343.79 s,5.73,170.06466,,,pos 169.05738 Da 343.79 s
279.95747 Da 345.32 s,5.76,280.96475,,C6H8N4OS4,pos 279.95747 Da 345.32 s
208.08129 Da 347.84 s,5.8,209.08857,,C5H12N4O5,pos 208.08129 Da 347.84 s
230.12919 Da 350.37 s,5.84,231.13646,,C11H14N6,pos 230.12919 Da 350.37 s
224.11807 Da 352.90 s,5.88,225.12534,,C11H16N2O3,pos 224.11807 Da 352.90 s
206.09859 Da 354.27 s,5.9,207.10586,,C9H18O3S,pos 206.09859 Da 354.27 s
209.95629 Da 355.41 s,5.92,210.96357,,C7H2N2O2S2,pos 209.95629 Da 355.41 s
2135.03809 Da 356.80 s,5.95,712.68664,,,pos 2135.03809 Da 356.80 s
1067.51232 Da 356.80 s,5.95,534.76344,,,pos 1067.51232 Da 356.80 s
270.00463 Da 357.93 s,5.97,271.01191,,C9H7N2O6P,pos 270.00463 Da 357.93 s
167.95747 Da 361.83 s,6.03,168.96475,,,pos 167.95747 Da 361.83 s
335.17182 Da 361.83 s,6.03,336.1791,,C12H34NO3PS2,pos 335.17182 Da 361.83 s
87.00957 Da 363.41 s,6.06,88.01685,,,pos 87.00957 Da 363.41 s
115.06329 Da 363.78 s,6.06,116.07057,,C5H9NO2,pos 115.06329 Da 363.78 s
94.49143 Da 365.88 s,6.1,95.49871,,,pos 94.49143 Da 365.88 s
258.05205 Da 370.93 s,6.18,259.05933,,C6H14N2O7S,pos 258.05205 Da 370.93 s
432.12571 Da 371.65 s,6.19,433.13299,,C12H25N4O11P,pos 432.12571 Da 371.65 s
1228.60703 Da 371.65 s,6.19,615.31079,,,pos 1228.60703 Da 371.65 s
